sim_number,tick,sim_time_s,timestamp_utc,total_active_isls,links_up,links_down,sum_configured_delay_ms,Sat1_alt,Sat1_x,Sat1_y,Sat1_speed,Sat1_degree,Sat2_alt,Sat2_x,Sat2_y,Sat2_speed,Sat2_degree,Sat3_alt,Sat3_x,Sat3_y,Sat3_speed,Sat3_degree,Sat4_alt,Sat4_x,Sat4_y,Sat4_speed,Sat4_degree,Sat5_alt,Sat5_x,Sat5_y,Sat5_speed,Sat5_degree,Sat6_alt,Sat6_x,Sat6_y,Sat6_speed,Sat6_degree,link_Sat4-Sat2_delay_ms,link_Sat4-Sat2_status,link_Sat4-Sat2_ospf_cost,link_Sat2-Sat1_delay_ms,link_Sat2-Sat1_status,link_Sat2-Sat1_ospf_cost,link_Sat1-Sat3_delay_ms,link_Sat1-Sat3_status,link_Sat1-Sat3_ospf_cost,link_Sat3-Sat6_delay_ms,link_Sat3-Sat6_status,link_Sat3-Sat6_ospf_cost,link_Sat4-Sat5_delay_ms,link_Sat4-Sat5_status,link_Sat4-Sat5_ospf_cost,link_Sat5-Sat6_delay_ms,link_Sat5-Sat6_status,link_Sat5-Sat6_ospf_cost,link_Sat2-Sat5_delay_ms,link_Sat2-Sat5_status,link_Sat2-Sat5_ospf_cost,link_Sat5-Sat3_delay_ms,link_Sat5-Sat3_status,link_Sat5-Sat3_ospf_cost,link_Sat2-Sat3_delay_ms,link_Sat2-Sat3_status,link_Sat2-Sat3_ospf_cost,link_Sat3-Sat5_delay_ms,link_Sat3-Sat5_status,link_Sat3-Sat5_ospf_cost,e2e_reachable,e2e_rtt_min_ms,e2e_rtt_avg_ms,e2e_rtt_max_ms,e2e_rtt_mdev_ms,e2e_packet_loss_pct,e2e_hop_count,e2e_path,pred_Sat1-Sat2_delay_ms,pred_Sat1-Sat3_delay_ms,pred_Sat2-Sat3_delay_ms,pred_Sat2-Sat4_delay_ms,pred_Sat2-Sat5_delay_ms,pred_Sat3-Sat5_delay_ms,pred_Sat3-Sat6_delay_ms,pred_Sat4-Sat5_delay_ms,pred_Sat5-Sat6_delay_ms,ai_path,ai_path_cost_ms,ospf_path,ospf_path_cost_ms
1,0,0.0,2026-03-15T19:27:33.057034Z,7,14,0,1659.0,15.0,324.0,324.0,25.0,1,10.0,246.5,246.5,50.0,3,10.0,77.5,77.5,50.0,2,5.0,194.0,194.0,100.0,3,5.0,172.666667,130.0,100.0,4,5.0,130.0,236.666667,100.0,2,60.0,1,600,100.0,1,1000,,0,,65.3,1,653,211.0,1,2110,229.0,1,2290,62.1,1,621,62.1,1,621,,0,,62.1,1,621,1,3806.851,3806.851,3806.851,0.0,66.6667,8,10.0.4.2|10.4.2.2|10.4.5.2|10.5.3.2|10.6.3.1|10.0.6.1,,,,,,,,,,,,,
1,1,1.0,2026-03-15T19:27:43.721863Z,9,18,0,2684.9,15.0,324.0,299.0,25.0,2,10.0,246.5,196.5,50.0,4,10.0,77.5,296.5,50.0,4,5.0,158.0,130.0,100.0,3,5.0,130.0,251.333333,100.0,4,5.0,194.0,179.333333,100.0,3,62.9,1,629,103.0,1,1030,111.0,1,1110.0,355.0,1,3550,46.2,1,462,46.1,1,461,66.6,1,666,72.5,1,725,91.2,1,912.0,72.5,1,725,1,180.039,186.543,192.24,5.013,0.0,4,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,109.62,109.12,90.53,68.67,69.15,66.4,68.31,44.12,45.29,Sat4→Sat5→Sat6,92.3,Sat4→Sat5→Sat6,92.3
1,2,2.0,2026-03-15T19:27:48.872640Z,7,18,0,3413.4,15.0,324.0,274.0,25.0,1,10.0,246.5,146.5,50.0,3,10.0,77.5,324.0,50.0,2,5.0,202.0,258.0,100.0,3,5.0,194.0,164.666667,100.0,4,5.0,143.333333,130.0,100.0,3,65.7,1,657,106.0,1,1060,111.0,1,1110.0,362.0,1,3620,43.2,1,432,41.6,1,416,326.0,1,3260,72.4,1,724,91.2,1,912.0,72.4,1,724,1,345.442,351.799,355.208,4.499,0.0,7,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,109.86,109.47,91.06,69.12,68.16,68.49,68.15,47.96,46.64,Sat4→Sat5→Sat6,84.8,Sat4→Sat5→Sat6,84.8
1,3,3.0,2026-03-15T19:27:56.012292Z,7,18,0,3642.6,15.0,324.0,249.0,25.0,1,10.0,246.5,96.5,50.0,3,10.0,77.5,324.0,50.0,2,5.0,194.0,150.0,100.0,3,5.0,130.0,195.333333,100.0,4,5.0,216.666667,258.0,100.0,2,67.8,1,678,108.0,1,1080,111.0,1,1110.0,362.0,1,3620,220.0,1,2200,43.9,1,439,341.0,1,3410,72.8,1,728,91.2,1,912.0,72.8,1,728,1,526.666,544.525,569.134,17.982,0.0,6,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,110.16,108.49,90.21,68.06,67.7,68.11,68.11,47.02,46.0,Sat4→Sat5→Sat6,263.9,Sat4→Sat5→Sat6,263.9
1,4,4.0,2026-03-15T19:28:03.382277Z,8,18,0,1938.8,15.0,324.0,224.0,25.0,2,10.0,215.5,77.5,50.0,3,10.0,277.5,324.0,50.0,3,5.0,130.0,210.0,100.0,3,5.0,231.333333,258.0,100.0,4,5.0,194.0,135.333333,100.0,3,68.0,1,680,108.0,1,1080,105.0,1,1050.0,63.7,1,637,44.2,1,442,43.2,1,432,67.0,1,670,62.7,1,627,91.2,1,912.0,62.7,1,627,1,181.832,184.412,188.575,2.971,0.0,4,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,110.26,108.56,90.54,67.15,69.07,67.22,70.17,46.59,47.95,Sat4→Sat5→Sat6,87.4,Sat4→Sat5→Sat6,87.4
1,5,5.0,2026-03-15T19:28:08.546772Z,7,18,0,2606.0,15.0,324.0,199.0,25.0,2,10.0,165.5,77.5,50.0,3,10.0,324.0,324.0,50.0,2,5.0,246.0,258.0,100.0,2,5.0,184.666667,130.0,100.0,3,5.0,130.0,224.666667,100.0,2,322.0,1,3220,108.0,1,1080,106.0,1,1060.0,64.7,1,647,42.8,1,428,45.5,1,455,65.2,1,652,62.7,1,627,91.2,1,912.0,62.7,1,627,1,182.577,185.681,191.441,4.076,0.0,5,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,110.19,108.67,90.72,68.49,68.41,68.89,70.68,47.97,49.52,Sat4→Sat5→Sat6,88.3,Sat4→Sat5→Sat6,88.3
1,6,6.0,2026-03-15T19:28:15.532364Z,8,18,0,1931.4,15.0,324.0,174.0,25.0,2,10.0,115.5,77.5,50.0,3,10.0,324.0,324.0,50.0,3,5.0,170.0,130.0,100.0,3,5.0,130.0,239.333333,100.0,4,5.0,194.0,191.333333,100.0,3,62.8,1,628,108.0,1,1080,107.0,1,1070.0,60.1,1,601,45.8,1,458,45.5,1,455,65.8,1,658,65.5,1,655,91.2,1,912.0,65.5,1,655,1,186.993,189.715,192.887,2.427,0.0,4,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,109.91,109.58,91.92,69.22,63.95,70.09,70.03,50.11,47.75,Sat4→Sat5→Sat6,91.3,Sat4→Sat5→Sat6,91.3
1,7,7.0,2026-03-15T19:28:20.735916Z,8,18,0,2759.9,15.0,324.0,149.0,25.0,1,10.0,77.5,258.5,50.0,3,10.0,246.5,234.5,50.0,4,5.0,130.0,254.0,100.0,3,5.0,194.0,176.666667,100.0,4,5.0,155.333333,130.0,100.0,3,71.0,1,710,108.0,1,1080,544.0,1,5440.0,61.4,1,614,46.3,1,463,208.0,1,2080,69.1,1,691,61.1,1,611,89.1,1,891.0,305.0,1,3050,1,417.293,594.934,924.957,233.588,0.0,5,10.0.4.2|10.4.5.2|10.6.3.2|10.5.6.2|10.0.6.1,108.46,109.82,91.91,64.65,69.0,69.2,68.68,48.3,46.42,Sat4→Sat5→Sat6,254.3,Sat4→Sat5→Sat3→Sat6,168.8
1,8,8.0,2026-03-15T19:28:26.399506Z,7,18,0,2323.9,15.0,324.0,124.0,25.0,1,10.0,77.5,308.5,50.0,2,10.0,246.5,184.5,50.0,3,5.0,194.0,162.0,100.0,3,5.0,140.666667,130.0,100.0,4,5.0,204.666667,258.0,100.0,2,71.7,1,717,108.0,1,1080,110.0,1,1100.0,64.1,1,641,41.7,1,417,214.0,1,2140,71.6,1,716,63.1,1,631,89.1,1,891.0,63.1,1,631,1,257.998,267.9,276.506,7.611,0.0,7,10.0.4.2|10.4.5.2|10.5.3.2|10.5.6.2|10.0.6.1,109.21,109.94,90.32,67.89,69.19,66.84,68.09,46.59,45.76,Sat4→Sat5→Sat6,255.7,Sat4→Sat5→Sat3→Sat6,168.9
1,9,9.0,2026-03-15T19:28:33.456804Z,7,18,0,1960.6,15.0,324.0,99.0,25.0,1,10.0,77.5,324.0,50.0,2,10.0,246.5,134.5,50.0,3,5.0,130.0,198.0,100.0,3,5.0,219.333333,258.0,100.0,4,5.0,194.0,147.333333,100.0,3,72.8,1,728,108.0,1,1080,113.0,1,1130.0,66.1,1,661,43.9,1,439,43.0,1,430,72.5,1,725,65.9,1,659,89.1,1,891.0,65.9,1,659,1,443.811,448.347,455.752,5.28,0.0,4,10.0.4.2|10.5.2.1|10.5.6.2|10.0.6.1,109.01,109.65,90.26,67.03,67.71,69.39,68.15,46.02,49.46,Sat4→Sat5→Sat6,86.9,Sat4→Sat5→Sat6,86.9
1,10,10.0,2026-03-15T19:28:39.136390Z,6,18,0,1930.3,15.0,324.0,74.0,25.0,1,10.0,77.5,324.0,50.0,1,10.0,246.5,84.5,50.0,3,5.0,234.0,258.0,100.0,2,5.0,194.0,132.666667,100.0,3,5.0,130.0,212.666667,100.0,2,362.0,1,3620,108.0,1,1080,115.0,1,1150.0,69.1,1,691,43.3,1,433,45.1,1,451,72.5,1,725,68.7,1,687,89.1,1,891.0,343.0,1,3430,1,187.925,190.938,193.531,2.307,0.0,4,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,108.86,109.58,90.4,67.52,70.14,68.39,68.27,48.01,48.88,Sat4→Sat5→Sat6,88.4,Sat4→Sat5→Sat6,88.4
1,11,11.0,2026-03-15T19:28:44.280524Z,6,18,0,2537.7,15.0,324.0,49.0,25.0,1,10.0,289.5,324.0,50.0,1,10.0,203.5,77.5,50.0,3,5.0,182.0,130.0,100.0,2,5.0,130.0,227.333333,100.0,4,5.0,248.666667,258.0,100.0,2,362.0,1,3620,108.0,1,1080,115.0,1,1150.0,332.0,1,3320,228.0,1,2280,44.9,1,449,65.2,1,652,68.0,1,680,89.1,1,891.0,340.0,1,3400,1,520.584,544.758,567.461,19.165,0.0,4,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,108.9,109.84,90.3,70.4,68.57,67.37,68.32,49.76,46.87,Sat4→Sat5→Sat6,272.9,Sat4→Sat5→Sat6,272.9
1,12,12.0,2026-03-15T19:28:50.175862Z,7,18,0,3022.2,15.0,324.0,24.0,25.0,1,10.0,324.0,324.0,50.0,2,10.0,153.5,77.5,50.0,3,5.0,130.0,242.0,100.0,3,5.0,194.0,188.666667,100.0,4,5.0,167.333333,130.0,100.0,3,65.6,1,656,108.0,1,1080,577.0,1,5770.0,64.2,1,642,228.0,1,2280,209.0,1,2090,301.0,1,3010,63.8,1,638,89.1,1,891.0,319.0,1,3190,1,687.278,698.743,714.167,11.328,0.0,5,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,107.43,110.08,91.94,69.77,72.56,68.98,69.21,47.81,48.12,Sat4→Sat5→Sat6,437.0,Sat4→Sat2→Sat3→Sat6,218.9
1,13,13.0,2026-03-15T19:28:57.665286Z,6,18,0,2494.7,15.0,323.0,0.0,25.0,1,10.0,324.0,324.0,50.0,1,10.0,103.5,77.5,50.0,3,5.0,194.0,174.0,100.0,3,5.0,152.666667,130.0,100.0,3,5.0,130.0,256.666667,100.0,2,61.0,1,610,108.0,1,1080,581.0,1,5810.0,66.5,1,665,41.5,1,415,46.4,1,464,301.0,1,3010,309.0,1,3090,89.1,1,891.0,61.7,1,617,1,183.865,187.384,191.664,3.228,0.0,5,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,108.48,110.54,91.12,69.59,69.32,66.55,63.87,46.46,45.13,Sat4→Sat5→Sat6,87.9,Sat4→Sat5→Sat6,87.9
1,14,14.0,2026-03-15T19:29:04.664044Z,8,18,0,2330.3,15.0,298.0,0.0,25.0,1,10.0,246.5,222.5,50.0,4,10.0,77.5,270.5,50.0,3,5.0,138.0,130.0,100.0,3,5.0,207.333333,258.0,100.0,4,5.0,194.0,159.333333,100.0,3,61.3,1,613,115.0,1,1150,581.0,1,5810.0,69.8,1,698,42.6,1,426,43.1,1,431,62.8,1,628,70.0,1,700,89.7,1,897.0,350.0,1,3500,1,178.389,182.846,187.373,3.668,0.0,7,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,108.51,108.68,91.02,69.08,70.28,65.2,69.13,45.76,48.05,Sat4→Sat5→Sat6,85.7,Sat4→Sat5→Sat6,85.7
1,15,15.0,2026-03-15T19:29:11.638615Z,7,18,0,3093.4,15.0,273.0,0.0,25.0,1,10.0,246.5,172.5,50.0,3,10.0,77.5,320.5,50.0,2,5.0,222.0,258.0,100.0,3,5.0,194.0,144.666667,100.0,4,5.0,130.0,200.666667,100.0,2,321.0,1,3210,114.0,1,1140,581.0,1,5810.0,363.0,1,3630,215.0,1,2150,44.3,1,443,64.4,1,644,72.4,1,724,89.7,1,897.0,72.4,1,724,1,325.98,348.481,362.057,16.023,0.0,4,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,107.83,109.35,91.97,68.15,70.13,69.47,68.55,49.4,47.09,Sat4→Sat5→Sat6,259.3,Sat4→Sat5→Sat6,259.3
1,16,16.0,2026-03-15T19:29:17.160538Z,7,18,0,2494.9,15.0,248.0,0.0,25.0,1,10.0,246.5,122.5,50.0,3,10.0,77.5,324.0,50.0,2,5.0,194.0,130.0,100.0,3,5.0,130.0,215.333333,100.0,4,5.0,236.666667,258.0,100.0,2,67.0,1,670,114.0,1,1140,581.0,1,5810.0,72.4,1,724,45.3,1,453,44.4,1,444,67.5,1,675,73.0,1,730,89.7,1,897.0,365.0,1,3650,1,446.646,455.689,469.515,9.929,0.0,9,10.0.4.2|10.5.2.1|10.5.6.2|10.0.6.1,109.88,109.02,90.22,68.51,68.57,67.65,67.11,49.17,46.53,Sat4→Sat5→Sat6,89.7,Sat4→Sat5→Sat6,89.7
1,17,17.0,2026-03-15T19:29:24.391125Z,7,18,0,2711.7,15.0,223.0,0.0,25.0,1,10.0,241.5,77.5,50.0,3,10.0,251.5,324.0,50.0,2,5.0,130.0,230.0,100.0,3,5.0,251.333333,258.0,100.0,4,5.0,179.333333,130.0,100.0,3,69.6,1,696,114.0,1,1140,581.0,1,5810.0,64.4,1,644,225.0,1,2250,42.5,1,425,68.2,1,682,63.6,1,636,89.7,1,897.0,63.6,1,636,1,352.867,360.007,365.864,5.383,0.0,10,10.0.4.2|10.5.2.2|10.4.5.2|10.6.3.1|10.0.6.1,109.58,109.02,90.12,68.51,69.25,66.81,70.4,47.08,48.08,Sat4→Sat5→Sat6,267.5,Sat4→Sat2→Sat5→Sat6,180.3
1,18,18.0,2026-03-15T19:29:31.531062Z,6,18,0,2130.6,15.0,198.0,0.0,25.0,1,10.0,191.5,77.5,50.0,3,10.0,301.5,324.0,50.0,1,5.0,194.0,186.0,100.0,3,5.0,164.666667,130.0,100.0,3,5.0,130.0,244.666667,100.0,2,65.7,1,657,111.0,1,1110,581.0,1,5810.0,65.8,1,658,209.0,1,2090,46.0,1,460,66.0,1,660,63.6,1,636,89.7,1,897.0,63.6,1,636,1,431.088,435.439,442.506,5.041,0.0,5,10.0.4.2|10.4.2.2|10.4.5.2|10.5.6.2|10.0.6.1,109.78,109.39,90.36,68.83,68.22,68.22,70.07,48.12,50.2,Sat4→Sat5→Sat6,255.0,Sat4→Sat2→Sat5→Sat6,177.7
1,19,19.0,2026-03-15T19:29:37.197165Z,7,18,0,2624.7,15.0,173.0,0.0,25.0,1,10.0,141.5,77.5,50.0,3,10.0,324.0,324.0,50.0,2,5.0,150.0,130.0,100.0,3,5.0,195.333333,258.0,100.0,4,5.0,194.0,171.333333,100.0,3,317.0,1,3170,109.0,1,1090,581.0,1,5810.0,61.1,1,611,43.3,1,433,217.0,1,2170,64.5,1,645,63.1,1,631,89.7,1,897.0,316.0,1,3160,1,428.142,433.202,436.37,3.615,0.0,8,10.0.4.2|10.5.2.1|10.5.6.2|10.0.6.1,109.9,108.67,91.4,65.76,65.22,70.4,69.89,45.26,48.8,Sat4→Sat5→Sat6,260.3,Sat4→Sat5→Sat3→Sat6,167.5
1,20,20.0,2026-03-15T19:29:44.406483Z,6,18,0,2760.5,15.0,148.0,0.0,25.0,1,10.0,91.5,77.5,50.0,3,10.0,324.0,324.0,50.0,1,5.0,210.0,258.0,100.0,3,5.0,194.0,156.666667,100.0,4,5.0,135.333333,130.0,100.0,2,62.5,1,625,107.0,1,1070,581.0,1,5810.0,61.1,1,611,215.0,1,2150,209.0,1,2090,62.0,1,620,309.0,1,3090,89.7,1,897.0,309.0,1,3090,1,513.782,517.039,519.494,2.399,0.0,6,10.0.4.2|10.4.2.2|10.5.2.1|10.5.6.2|10.0.6.1,109.66,108.78,91.83,65.16,69.09,68.38,69.01,49.04,46.26,Sat4→Sat5→Sat6,424.0,Sat4→Sat2→Sat3→Sat6,213.3
1,21,21.0,2026-03-15T19:29:51.719840Z,8,18,0,2292.5,15.0,123.0,0.0,25.0,1,10.0,77.5,282.5,50.0,3,10.0,246.5,210.5,50.0,4,5.0,194.0,142.0,100.0,3,5.0,130.0,203.333333,100.0,4,5.0,224.666667,258.0,100.0,2,70.6,1,706,107.0,1,1070,106.0,1,1060.0,62.5,1,625,222.0,1,2220,44.0,1,440,70.9,1,709,64.1,1,641,90.4,1,904.0,320.0,1,3200,1,367.248,374.803,379.308,5.375,0.0,5,10.0.4.2|10.4.2.2|10.6.3.2|10.5.6.2|10.0.6.1,109.61,108.84,92.05,69.31,65.72,69.71,70.29,47.76,44.86,Sat4→Sat5→Sat6,266.0,Sat4→Sat2→Sat5→Sat6,185.5
1,22,22.0,2026-03-15T19:29:57.301810Z,7,18,0,2306.8,15.0,98.0,0.0,25.0,1,10.0,77.5,324.0,50.0,2,10.0,246.5,160.5,50.0,3,5.0,130.0,218.0,100.0,3,5.0,239.333333,258.0,100.0,4,5.0,191.333333,130.0,100.0,3,73.1,1,731,107.0,1,1070,106.0,1,1060.0,65.3,1,653,222.0,1,2220,43.2,1,432,72.4,1,724,322.0,1,3220,90.4,1,904.0,64.4,1,644,1,367.394,382.566,393.048,10.985,0.0,5,10.0.4.2|10.4.2.2|10.5.2.1|10.5.6.2|10.0.6.1,108.91,107.28,90.22,68.62,68.43,67.1,70.74,46.63,47.96,Sat4→Sat5→Sat6,265.2,Sat4→Sat2→Sat5→Sat6,188.7
1,23,23.0,2026-03-15T19:30:02.854855Z,7,18,0,2542.2,15.0,73.0,0.0,25.0,1,10.0,77.5,324.0,50.0,2,10.0,246.5,110.5,50.0,3,5.0,254.0,258.0,100.0,2,5.0,176.666667,130.0,100.0,4,5.0,130.0,232.666667,100.0,2,362.0,1,3620,107.0,1,1070,108.0,1,1080.0,343.0,1,3430,42.3,1,423,45.6,1,456,72.5,1,725,67.2,1,672,90.4,1,904.0,336.0,1,3360,1,178.398,182.945,185.741,3.243,0.0,4,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,108.47,108.62,90.67,67.28,70.11,69.04,68.9,48.05,49.28,Sat4→Sat5→Sat6,87.9,Sat4→Sat5→Sat6,87.9
1,24,24.0,2026-03-15T19:30:08.006541Z,7,18,0,2057.8,15.0,48.0,0.0,25.0,1,10.0,263.5,324.0,50.0,2,10.0,229.5,77.5,50.0,3,5.0,162.0,130.0,100.0,3,5.0,130.0,247.333333,100.0,4,5.0,194.0,183.333333,100.0,3,63.4,1,634,107.0,1,1070,108.0,1,1080.0,67.6,1,676,230.0,1,2300,229.0,1,2290,66.6,1,666,69.6,1,696,90.4,1,904.0,69.6,1,696,1,455.264,466.83,486.873,14.228,0.0,6,10.0.4.2|10.4.2.2|10.4.5.2|10.5.6.2|10.0.6.1,108.84,109.07,90.3,70.4,68.17,68.85,68.24,50.2,47.91,Sat4→Sat5→Sat6,459.0,Sat4→Sat2→Sat3→Sat6,221.4
1,25,25.0,2026-03-15T19:30:15.238489Z,7,18,0,2666.7,15.0,23.0,0.0,25.0,1,10.0,313.5,324.0,50.0,2,10.0,179.5,77.5,50.0,3,5.0,198.0,258.0,100.0,3,5.0,194.0,168.666667,100.0,4,5.0,147.333333,130.0,100.0,3,63.0,1,630,107.0,1,1070,526.0,1,5260.0,65.2,1,652,216.0,1,2160,41.5,1,415,61.4,1,614,326.0,1,3260,90.4,1,904.0,65.3,1,653,1,343.432,345.123,346.999,1.462,0.0,8,10.0.4.2|10.4.2.2|10.4.5.2|10.6.3.1|10.0.6.1,110.19,109.65,91.41,70.37,72.53,68.42,65.67,48.88,46.46,Sat4→Sat5→Sat6,257.5,Sat4→Sat2→Sat5→Sat6,165.9
1,26,26.0,2026-03-15T19:30:22.354906Z,5,18,0,2223.5,15.0,0.0,324.0,25.0,0,10.0,324.0,324.0,50.0,1,10.0,129.5,77.5,50.0,2,5.0,194.0,154.0,100.0,3,5.0,132.666667,130.0,100.0,3,5.0,212.666667,258.0,100.0,2,62.0,1,620,107.0,1,1070,526.0,1,5260.0,63.4,1,634,42.0,1,420,42.3,1,423,61.4,1,614,62.6,1,626,90.4,1,904.0,62.6,1,626,1,252.986,258.557,267.544,6.415,0.0,4,10.0.4.2|10.4.5.2|10.6.3.1|10.0.6.1,110.01,110.32,91.38,68.5,69.43,65.36,65.57,46.33,45.79,Sat4→Sat5→Sat6,84.3,Sat4→Sat5→Sat6,84.3
1,27,27.0,2026-03-15T19:30:27.637842Z,4,18,0,2981.4,15.0,0.0,324.0,25.0,0,10.0,324.0,324.0,50.0,1,10.0,79.5,77.5,50.0,1,5.0,130.0,206.0,100.0,2,5.0,227.333333,258.0,100.0,3,5.0,194.0,139.333333,100.0,3,62.0,1,620,107.0,1,1070,526.0,1,5260.0,314.0,1,3140,44.1,1,441,216.0,1,2160,61.5,1,615,62.6,1,626,90.4,1,904.0,62.6,1,626,1,346.625,352.65,356.101,4.275,0.0,9,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,110.57,111.0,90.98,69.63,70.75,65.34,69.13,44.92,49.41,Sat4→Sat5→Sat6,260.1,Sat4→Sat5→Sat6,260.1
1,28,28.0,2026-03-15T19:30:34.794755Z,8,18,0,1772.1,15.0,0.0,324.0,25.0,1,10.0,246.5,198.5,50.0,3,10.0,77.5,294.5,50.0,4,5.0,242.0,258.0,100.0,2,5.0,188.666667,130.0,100.0,4,5.0,130.0,220.666667,100.0,2,313.0,1,3130,107.0,1,1070,119.0,1,1190.0,71.8,1,718,43.0,1,430,45.4,1,454,63.8,1,638,71.2,1,712,91.1,1,911.0,71.2,1,712,1,340.718,354.023,366.435,10.517,0.0,4,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,111.02,109.96,91.41,69.65,67.26,70.09,65.52,47.98,49.47,Sat4→Sat5→Sat6,88.4,Sat4→Sat5→Sat6,88.4
1,29,29.0,2026-03-15T19:30:40.299848Z,7,18,0,1737.8,15.0,0.0,324.0,25.0,1,10.0,246.5,148.5,50.0,2,10.0,77.5,324.0,50.0,3,5.0,174.0,130.0,100.0,3,5.0,130.0,235.333333,100.0,4,5.0,256.666667,258.0,100.0,2,65.4,1,654,107.0,1,1070,120.0,1,1200.0,72.3,1,723,228.0,1,2280,226.0,1,2260,67.2,1,672,73.4,1,734,91.1,1,911.0,73.4,1,734,1,364.855,375.9,397.715,15.425,0.0,12,10.0.4.2|10.4.2.2|10.4.5.2|10.5.3.2|10.5.6.2|10.0.6.1,111.1,111.36,92.56,69.71,67.97,69.09,68.57,49.63,47.71,Sat4→Sat5→Sat6,454.0,Sat4→Sat2→Sat3→Sat6,228.8
1,30,30.0,2026-03-15T19:30:47.480150Z,7,18,0,2871.9,15.0,0.0,324.0,25.0,1,10.0,246.5,98.5,50.0,2,10.0,77.5,324.0,50.0,3,5.0,130.0,250.0,100.0,3,5.0,194.0,180.666667,100.0,4,5.0,159.333333,130.0,100.0,3,69.5,1,695,107.0,1,1070,120.0,1,1200.0,362.0,1,3620,46.0,1,460,41.6,1,416,337.0,1,3370,362.0,1,3620,91.1,1,911.0,72.3,1,723,1,279.845,281.047,282.01,0.9,0.0,4,10.0.4.2|10.4.5.2|10.6.3.1|10.0.6.1,110.95,110.18,90.18,69.12,68.39,66.89,70.38,48.14,47.98,Sat4→Sat5→Sat6,87.6,Sat4→Sat5→Sat6,87.6
1,31,31.0,2026-03-15T19:30:52.806119Z,5,18,0,2807.1,15.0,0.0,324.0,25.0,0,10.0,217.5,77.5,50.0,2,10.0,275.5,324.0,50.0,1,5.0,194.0,166.0,100.0,3,5.0,144.666667,130.0,100.0,3,5.0,200.666667,258.0,100.0,2,67.1,1,671,107.0,1,1070,120.0,1,1200.0,63.8,1,638,208.0,1,2080,43.0,1,430,335.0,1,3350,362.0,1,3620,91.1,1,911.0,72.3,1,723,1,335.854,355.729,366.578,14.073,0.0,4,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,110.7,110.17,90.59,68.25,67.11,68.18,68.35,46.7,45.34,Sat4→Sat5→Sat6,251.0,Sat4→Sat2→Sat3→Sat6,222.0
1,32,32.0,2026-03-15T19:30:58.286922Z,6,18,0,2302.2,15.0,0.0,324.0,25.0,0,10.0,167.5,77.5,50.0,2,10.0,324.0,324.0,50.0,2,5.0,130.0,130.0,100.0,3,5.0,215.333333,258.0,100.0,4,5.0,194.0,151.333333,100.0,3,322.0,1,3220,107.0,1,1070,120.0,1,1200.0,62.1,1,621,42.1,1,421,43.0,1,430,65.0,1,650,62.1,1,621,91.1,1,911.0,311.0,1,3110,1,175.426,179.646,185.388,4.206,0.0,6,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,110.43,110.09,90.85,65.07,67.01,71.51,70.89,45.91,49.3,Sat4→Sat5→Sat6,85.1,Sat4→Sat5→Sat6,85.1
1,33,33.0,2026-03-15T19:31:05.218307Z,4,18,0,2719.4,15.0,0.0,324.0,25.0,0,10.0,117.5,77.5,50.0,2,10.0,324.0,324.0,50.0,0,5.0,230.0,258.0,100.0,2,5.0,194.0,136.666667,100.0,3,5.0,130.0,208.666667,100.0,1,312.0,1,3120,107.0,1,1070,120.0,1,1200.0,62.1,1,621,216.0,1,2160,44.9,1,449,317.0,1,3170,62.1,1,621,91.1,1,911.0,311.0,1,3110,1,320.798,349.549,377.755,23.255,0.0,5,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,110.56,110.93,91.98,65.73,69.07,68.0,69.92,49.29,48.69,Sat4→Sat5→Sat6,260.9,Sat4→Sat5→Sat6,260.9
1,34,34.0,2026-03-15T19:31:12.344328Z,8,18,0,3022.9,15.0,0.0,324.0,25.0,1,10.0,77.5,256.5,50.0,4,10.0,246.5,236.5,50.0,3,5.0,186.0,130.0,100.0,3,5.0,130.0,223.333333,100.0,4,5.0,244.666667,258.0,100.0,2,69.4,1,694,118.0,1,1180,120.0,1,1200.0,60.8,1,608,45.4,1,454,224.0,1,2240,350.0,1,3500,323.0,1,3230,89.0,1,890.0,64.7,1,647,1,531.062,546.781,555.868,11.16,0.0,4,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,110.61,111.02,91.9,69.17,65.33,69.91,69.65,50.08,46.67,Sat4→Sat5→Sat6,269.4,Sat4→Sat5→Sat3→Sat6,429.2
